
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=40
DECAY_COEFFICIENT=2.5
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=25
ENABLE_WORD_EMBEDDINGS=True
EVALUATE_EVERY=40
FILTER_SIZES=3,4,5
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=80
NUM_FILTERS=128

Loading data...
6954
[[1 0 0 0 0]
 [1 0 0 0 0]
 [1 0 0 0 0]
 ..., 
 [0 0 0 0 1]
 [0 0 0 0 1]
 [0 0 0 0 1]]
Vocabulary Size: 46116
Train/Dev split: 6259/695
Writing to /home/sheep/bigdata/runs/1506709920

Load glove file /home/sheep/bigdata/glove.twitter.27B.25d.txt
glove file has been loaded

2017-09-29T13:32:16.722283: step 1, loss 5.89264, acc 0.171875, learning_rate 0.005
2017-09-29T13:35:08.896555: step 790, loss 0.0575733, acc 0.984375, learning_rate 0.000294395
2017-09-29T13:35:09.081664: step 791, loss 0.136907, acc 0.953125, learning_rate 0.000293602
2017-09-29T13:35:09.267563: step 792, loss 0.074728, acc 0.984375, learning_rate 0.000292812
2017-09-29T13:35:09.455041: step 793, loss 0.154221, acc 0.953125, learning_rate 0.000292025
2017-09-29T13:35:09.644462: step 794, loss 0.103987, acc 0.9375, learning_rate 0.000291241
2017-09-29T13:35:09.831052: step 795, loss 0.131038, acc 0.9375, learning_rate 0.00029046
2017-09-29T13:35:10.019389: step 796, loss 0.0355837, acc 1, learning_rate 0.000289683
2017-09-29T13:35:10.202215: step 797, loss 0.100065, acc 0.953125, learning_rate 0.000288908
2017-09-29T13:35:10.390975: step 798, loss 0.118933, acc 0.9375, learning_rate 0.000288137
2017-09-29T13:35:10.588693: step 799, loss 0.0660614, acc 0.984375, learning_rate 0.000287369
2017-09-29T13:35:10.781746: step 800, loss 0.107268, acc 0.9375, learning_rate 0.000286605

Evaluation:
2017-09-29T13:35:11.365080: step 800, loss 0.224278, acc 0.909353

Saved model checkpoint to /home/sheep/bigdata/runs/1506709920/checkpoints/model-800

2017-09-29T13:35:12.127421: step 801, loss 0.14279, acc 0.9375, learning_rate 0.000285843
2017-09-29T13:35:12.313472: step 802, loss 0.059998, acc 0.984375, learning_rate 0.000285084
2017-09-29T13:35:12.507102: step 803, loss 0.0599072, acc 0.96875, learning_rate 0.000284329
2017-09-29T13:35:12.694457: step 804, loss 0.0681193, acc 0.984375, learning_rate 0.000283577
2017-09-29T13:35:12.880258: step 805, loss 0.0647265, acc 0.984375, learning_rate 0.000282827
2017-09-29T13:35:13.081528: step 806, loss 0.108923, acc 0.96875, learning_rate 0.000282081
2017-09-29T13:35:13.278448: step 807, loss 0.0883482, acc 0.96875, learning_rate 0.000281338
2017-09-29T13:35:13.468448: step 808, loss 0.0339405, acc 1, learning_rate 0.000280598
2017-09-29T13:35:13.657476: step 809, loss 0.0523528, acc 0.984375, learning_rate 0.00027986
2017-09-29T13:35:13.847762: step 810, loss 0.0805458, acc 0.984375, learning_rate 0.000279126
2017-09-29T13:35:14.033966: step 811, loss 0.0636602, acc 0.984375, learning_rate 0.000278395
2017-09-29T13:35:14.221114: step 812, loss 0.0949793, acc 0.96875, learning_rate 0.000277667
2017-09-29T13:35:14.409111: step 813, loss 0.142127, acc 0.96875, learning_rate 0.000276942
2017-09-29T13:35:14.599128: step 814, loss 0.0448456, acc 0.984375, learning_rate 0.00027622
2017-09-29T13:35:14.788239: step 815, loss 0.0808124, acc 0.96875, learning_rate 0.0002755
2017-09-29T13:35:14.975777: step 816, loss 0.125308, acc 0.96875, learning_rate 0.000274784
2017-09-29T13:35:15.163840: step 817, loss 0.212401, acc 0.921875, learning_rate 0.000274071
2017-09-29T13:35:15.357891: step 818, loss 0.12436, acc 0.96875, learning_rate 0.00027336
2017-09-29T13:35:15.541807: step 819, loss 0.144328, acc 0.9375, learning_rate 0.000272652
2017-09-29T13:35:15.743425: step 820, loss 0.0462879, acc 1, learning_rate 0.000271948
2017-09-29T13:35:15.930094: step 821, loss 0.0851872, acc 0.96875, learning_rate 0.000271246
2017-09-29T13:35:16.113351: step 822, loss 0.0758627, acc 0.96875, learning_rate 0.000270547
2017-09-29T13:35:16.300050: step 823, loss 0.071995, acc 0.96875, learning_rate 0.000269851
2017-09-29T13:35:16.497204: step 824, loss 0.0638079, acc 1, learning_rate 0.000269157
2017-09-29T13:35:16.680655: step 825, loss 0.0832071, acc 0.953125, learning_rate 0.000268467
2017-09-29T13:35:16.864965: step 826, loss 0.0912241, acc 0.984375, learning_rate 0.000267779
2017-09-29T13:35:17.055622: step 827, loss 0.0411486, acc 1, learning_rate 0.000267094
2017-09-29T13:35:17.250846: step 828, loss 0.145981, acc 0.953125, learning_rate 0.000266412
2017-09-29T13:35:17.441806: step 829, loss 0.0808771, acc 0.984375, learning_rate 0.000265733
2017-09-29T13:35:17.636240: step 830, loss 0.102654, acc 0.953125, learning_rate 0.000265057
2017-09-29T13:35:17.845893: step 831, loss 0.0671476, acc 0.984375, learning_rate 0.000264383
2017-09-29T13:35:18.034012: step 832, loss 0.0625626, acc 0.984375, learning_rate 0.000263712
2017-09-29T13:35:18.224686: step 833, loss 0.0424905, acc 1, learning_rate 0.000263044
2017-09-29T13:35:18.409570: step 834, loss 0.075046, acc 0.984375, learning_rate 0.000262378
2017-09-29T13:35:18.596133: step 835, loss 0.0706991, acc 0.96875, learning_rate 0.000261715
2017-09-29T13:35:18.781733: step 836, loss 0.0976794, acc 0.953125, learning_rate 0.000261055
2017-09-29T13:35:18.964792: step 837, loss 0.0933815, acc 0.96875, learning_rate 0.000260398
2017-09-29T13:35:19.148181: step 838, loss 0.088461, acc 0.96875, learning_rate 0.000259743
2017-09-29T13:35:19.332496: step 839, loss 0.0651171, acc 0.984375, learning_rate 0.000259091
2017-09-29T13:35:19.515521: step 840, loss 0.0771684, acc 0.96875, learning_rate 0.000258442

Evaluation:
2017-09-29T13:35:20.035116: step 840, loss 0.218496, acc 0.909353

Saved model checkpoint to /home/sheep/bigdata/runs/1506709920/checkpoints/model-840

2017-09-29T13:35:20.838999: step 841, loss 0.0229932, acc 1, learning_rate 0.000257795
2017-09-29T13:35:21.024856: step 842, loss 0.0551899, acc 0.984375, learning_rate 0.000257151
2017-09-29T13:35:21.219647: step 843, loss 0.0400068, acc 0.984375, learning_rate 0.00025651
2017-09-29T13:35:21.402431: step 844, loss 0.0803103, acc 0.96875, learning_rate 0.000255871
2017-09-29T13:35:21.588433: step 845, loss 0.0839263, acc 0.984375, learning_rate 0.000255235
2017-09-29T13:35:21.773370: step 846, loss 0.0637192, acc 0.96875, learning_rate 0.000254601
2017-09-29T13:35:21.972805: step 847, loss 0.0955717, acc 0.96875, learning_rate 0.00025397
2017-09-29T13:35:22.157984: step 848, loss 0.0895314, acc 0.984375, learning_rate 0.000253341
2017-09-29T13:35:22.351743: step 849, loss 0.0736227, acc 0.96875, learning_rate 0.000252716
2017-09-29T13:35:22.552808: step 850, loss 0.0928471, acc 0.96875, learning_rate 0.000252092
2017-09-29T13:35:22.752801: step 851, loss 0.0817364, acc 0.96875, learning_rate 0.000251471
2017-09-29T13:35:22.944107: step 852, loss 0.094637, acc 0.96875, learning_rate 0.000250853
2017-09-29T13:35:23.145495: step 853, loss 0.144098, acc 0.9375, learning_rate 0.000250237
2017-09-29T13:35:23.350352: step 854, loss 0.0738252, acc 0.984375, learning_rate 0.000249624
2017-09-29T13:35:23.540836: step 855, loss 0.0708753, acc 0.984375, learning_rate 0.000249013
2017-09-29T13:35:23.728346: step 856, loss 0.0482397, acc 0.984375, learning_rate 0.000248405
2017-09-29T13:35:23.911436: step 857, loss 0.127448, acc 0.921875, learning_rate 0.000247799
2017-09-29T13:35:24.120518: step 858, loss 0.0550396, acc 0.984375, learning_rate 0.000247196
2017-09-29T13:35:24.303205: step 859, loss 0.180114, acc 0.953125, learning_rate 0.000246595
2017-09-29T13:35:24.488181: step 860, loss 0.137809, acc 0.953125, learning_rate 0.000245997
2017-09-29T13:35:24.673427: step 861, loss 0.156108, acc 0.9375, learning_rate 0.000245401
2017-09-29T13:35:24.856740: step 862, loss 0.0624733, acc 0.984375, learning_rate 0.000244808
2017-09-29T13:35:25.052852: step 863, loss 0.080748, acc 0.984375, learning_rate 0.000244216
2017-09-29T13:35:25.237697: step 864, loss 0.121034, acc 0.953125, learning_rate 0.000243628
2017-09-29T13:35:25.421009: step 865, loss 0.0943265, acc 0.96875, learning_rate 0.000243042
2017-09-29T13:35:25.607379: step 866, loss 0.114542, acc 0.953125, learning_rate 0.000242458
2017-09-29T13:35:25.798066: step 867, loss 0.0677931, acc 0.984375, learning_rate 0.000241876
2017-09-29T13:35:25.982049: step 868, loss 0.0787073, acc 0.984375, learning_rate 0.000241297
2017-09-29T13:35:26.160606: step 869, loss 0.0448481, acc 0.984375, learning_rate 0.00024072
2017-09-29T13:35:26.370491: step 870, loss 0.0864532, acc 0.96875, learning_rate 0.000240146
2017-09-29T13:35:26.558896: step 871, loss 0.0473507, acc 1, learning_rate 0.000239574
2017-09-29T13:35:26.745533: step 872, loss 0.148477, acc 0.9375, learning_rate 0.000239004
2017-09-29T13:35:26.940826: step 873, loss 0.130237, acc 0.9375, learning_rate 0.000238437
2017-09-29T13:35:27.129842: step 874, loss 0.12798, acc 0.953125, learning_rate 0.000237872
2017-09-29T13:35:27.330987: step 875, loss 0.0516692, acc 0.984375, learning_rate 0.000237309
2017-09-29T13:35:27.525339: step 876, loss 0.142047, acc 0.9375, learning_rate 0.000236749
2017-09-29T13:35:27.713965: step 877, loss 0.102261, acc 0.96875, learning_rate 0.00023619
2017-09-29T13:35:27.902173: step 878, loss 0.0542687, acc 0.96875, learning_rate 0.000235635
2017-09-29T13:35:28.095539: step 879, loss 0.0338764, acc 1, learning_rate 0.000235081
2017-09-29T13:35:28.285856: step 880, loss 0.0689219, acc 0.984375, learning_rate 0.00023453

Evaluation:
2017-09-29T13:35:28.826026: step 880, loss 0.218653, acc 0.909353

Saved model checkpoint to /home/sheep/bigdata/runs/1506709920/checkpoints/model-880

2017-09-29T13:35:29.460538: step 881, loss 0.136437, acc 0.9375, learning_rate 0.00023398
2017-09-29T13:35:29.614185: step 882, loss 0.139888, acc 0.960784, learning_rate 0.000233434
2017-09-29T13:35:29.798275: step 883, loss 0.0901821, acc 0.953125, learning_rate 0.000232889
2017-09-29T13:35:29.986494: step 884, loss 0.105424, acc 0.953125, learning_rate 0.000232346
2017-09-29T13:35:30.169840: step 885, loss 0.0894478, acc 0.953125, learning_rate 0.000231806
2017-09-29T13:35:30.351633: step 886, loss 0.0808015, acc 0.96875, learning_rate 0.000231268
2017-09-29T13:35:30.535282: step 887, loss 0.045102, acc 1, learning_rate 0.000230732
2017-09-29T13:35:30.727125: step 888, loss 0.0716419, acc 0.984375, learning_rate 0.000230199
2017-09-29T13:35:30.936947: step 889, loss 0.0592843, acc 1, learning_rate 0.000229667
2017-09-29T13:35:31.141163: step 890, loss 0.0881162, acc 0.984375, learning_rate 0.000229138
2017-09-29T13:35:31.344875: step 891, loss 0.0364676, acc 0.984375, learning_rate 0.000228611
2017-09-29T13:35:31.549355: step 892, loss 0.0848717, acc 0.984375, learning_rate 0.000228086
2017-09-29T13:35:31.752689: step 893, loss 0.102964, acc 0.96875, learning_rate 0.000227563
2017-09-29T13:35:31.950118: step 894, loss 0.0609736, acc 0.984375, learning_rate 0.000227043
2017-09-29T13:35:32.141523: step 895, loss 0.0396873, acc 0.984375, learning_rate 0.000226524
2017-09-29T13:35:32.332625: step 896, loss 0.154217, acc 0.9375, learning_rate 0.000226008
2017-09-29T13:35:32.528944: step 897, loss 0.0402996, acc 0.984375, learning_rate 0.000225493
2017-09-29T13:35:32.727585: step 898, loss 0.0530018, acc 0.984375, learning_rate 0.000224981
2017-09-29T13:35:32.914904: step 899, loss 0.101845, acc 0.953125, learning_rate 0.000224471
2017-09-29T13:35:33.106880: step 900, loss 0.100208, acc 0.96875, learning_rate 0.000223963
2017-09-29T13:35:33.296049: step 901, loss 0.0403549, acc 1, learning_rate 0.000223457
2017-09-29T13:35:33.499454: step 902, loss 0.132962, acc 0.9375, learning_rate 0.000222953
2017-09-29T13:35:33.686928: step 903, loss 0.0533228, acc 0.984375, learning_rate 0.000222451
2017-09-29T13:35:33.887962: step 904, loss 0.116348, acc 0.9375, learning_rate 0.000221951
2017-09-29T13:35:34.078886: step 905, loss 0.0964436, acc 0.953125, learning_rate 0.000221453
2017-09-29T13:35:34.274737: step 906, loss 0.170831, acc 0.9375, learning_rate 0.000220958
2017-09-29T13:35:34.465305: step 907, loss 0.121957, acc 0.953125, learning_rate 0.000220464
2017-09-29T13:35:34.655384: step 908, loss 0.068435, acc 0.96875, learning_rate 0.000219972
2017-09-29T13:35:34.850429: step 909, loss 0.0677523, acc 0.984375, learning_rate 0.000219483
2017-09-29T13:35:35.048113: step 910, loss 0.0825899, acc 0.984375, learning_rate 0.000218995
2017-09-29T13:35:35.236174: step 911, loss 0.0907105, acc 0.96875, learning_rate 0.000218509
2017-09-29T13:35:35.425344: step 912, loss 0.0967623, acc 0.953125, learning_rate 0.000218025
2017-09-29T13:35:35.614159: step 913, loss 0.0652294, acc 1, learning_rate 0.000217544
2017-09-29T13:35:35.802014: step 914, loss 0.137098, acc 0.9375, learning_rate 0.000217064
2017-09-29T13:35:35.994295: step 915, loss 0.0641803, acc 0.96875, learning_rate 0.000216586
2017-09-29T13:35:36.189460: step 916, loss 0.0453132, acc 1, learning_rate 0.00021611
2017-09-29T13:35:36.381423: step 917, loss 0.0630806, acc 0.984375, learning_rate 0.000215636
2017-09-29T13:35:36.577086: step 918, loss 0.113714, acc 0.953125, learning_rate 0.000215164
2017-09-29T13:35:36.771564: step 919, loss 0.0647861, acc 0.984375, learning_rate 0.000214694
2017-09-29T13:35:36.960776: step 920, loss 0.0820331, acc 0.96875, learning_rate 0.000214226

Evaluation:
2017-09-29T13:35:37.507166: step 920, loss 0.218947, acc 0.910791

Saved model checkpoint to /home/sheep/bigdata/runs/1506709920/checkpoints/model-920

2017-09-29T13:35:38.227143: step 921, loss 0.0905262, acc 0.984375, learning_rate 0.00021376
2017-09-29T13:35:38.410259: step 922, loss 0.05003, acc 1, learning_rate 0.000213295
2017-09-29T13:35:38.601218: step 923, loss 0.14643, acc 0.9375, learning_rate 0.000212833
2017-09-29T13:35:38.797362: step 924, loss 0.0964631, acc 0.96875, learning_rate 0.000212372
2017-09-29T13:35:38.997768: step 925, loss 0.0751238, acc 0.984375, learning_rate 0.000211914
2017-09-29T13:35:39.186533: step 926, loss 0.0733871, acc 0.96875, learning_rate 0.000211457
2017-09-29T13:35:39.374219: step 927, loss 0.0453666, acc 0.984375, learning_rate 0.000211002
2017-09-29T13:35:39.584476: step 928, loss 0.0208363, acc 1, learning_rate 0.000210549
2017-09-29T13:35:39.774257: step 929, loss 0.0302034, acc 1, learning_rate 0.000210098
2017-09-29T13:35:39.964089: step 930, loss 0.0741058, acc 1, learning_rate 0.000209648
2017-09-29T13:35:40.153052: step 931, loss 0.113228, acc 0.953125, learning_rate 0.000209201
2017-09-29T13:35:40.342551: step 932, loss 0.109031, acc 0.96875, learning_rate 0.000208755
2017-09-29T13:35:40.537396: step 933, loss 0.103505, acc 0.96875, learning_rate 0.000208311
2017-09-29T13:35:40.736018: step 934, loss 0.0937033, acc 0.96875, learning_rate 0.000207869
2017-09-29T13:35:40.935017: step 935, loss 0.0560289, acc 0.984375, learning_rate 0.000207429
2017-09-29T13:35:41.124060: step 936, loss 0.0680228, acc 0.984375, learning_rate 0.00020699
2017-09-29T13:35:41.310341: step 937, loss 0.0594206, acc 0.984375, learning_rate 0.000206554
2017-09-29T13:35:41.502018: step 938, loss 0.0873559, acc 0.953125, learning_rate 0.000206119
2017-09-29T13:35:41.691111: step 939, loss 0.0740496, acc 0.96875, learning_rate 0.000205685
2017-09-29T13:35:41.886096: step 940, loss 0.0577146, acc 1, learning_rate 0.000205254
2017-09-29T13:35:42.083248: step 941, loss 0.0730047, acc 1, learning_rate 0.000204824
2017-09-29T13:35:42.275571: step 942, loss 0.100529, acc 0.984375, learning_rate 0.000204397
2017-09-29T13:35:42.470701: step 943, loss 0.0699828, acc 0.984375, learning_rate 0.00020397
2017-09-29T13:35:42.684609: step 944, loss 0.0366131, acc 1, learning_rate 0.000203546
2017-09-29T13:35:42.905252: step 945, loss 0.0846865, acc 0.984375, learning_rate 0.000203123
2017-09-29T13:35:43.121930: step 946, loss 0.0648168, acc 0.984375, learning_rate 0.000202702
2017-09-29T13:35:43.323937: step 947, loss 0.0473695, acc 1, learning_rate 0.000202283
2017-09-29T13:35:43.523069: step 948, loss 0.1262, acc 0.9375, learning_rate 0.000201866
2017-09-29T13:35:43.718539: step 949, loss 0.0903832, acc 0.96875, learning_rate 0.00020145
2017-09-29T13:35:43.928990: step 950, loss 0.126087, acc 0.9375, learning_rate 0.000201036
2017-09-29T13:35:44.116731: step 951, loss 0.0955303, acc 0.96875, learning_rate 0.000200623
2017-09-29T13:35:44.306412: step 952, loss 0.0232076, acc 1, learning_rate 0.000200213
2017-09-29T13:35:44.501199: step 953, loss 0.0950411, acc 0.984375, learning_rate 0.000199804
2017-09-29T13:35:44.692850: step 954, loss 0.0913905, acc 0.96875, learning_rate 0.000199396
2017-09-29T13:35:44.884714: step 955, loss 0.109381, acc 0.953125, learning_rate 0.000198991
2017-09-29T13:35:45.083404: step 956, loss 0.0884715, acc 0.96875, learning_rate 0.000198587
2017-09-29T13:35:45.277628: step 957, loss 0.0855735, acc 0.953125, learning_rate 0.000198184
2017-09-29T13:35:45.481938: step 958, loss 0.0237006, acc 1, learning_rate 0.000197783
2017-09-29T13:35:45.678720: step 959, loss 0.0513975, acc 0.96875, learning_rate 0.000197384
2017-09-29T13:35:45.885042: step 960, loss 0.0723561, acc 0.984375, learning_rate 0.000196987

Evaluation:
2017-09-29T13:35:46.464970: step 960, loss 0.217618, acc 0.909353

Saved model checkpoint to /home/sheep/bigdata/runs/1506709920/checkpoints/model-960

2017-09-29T13:35:47.218948: step 961, loss 0.0668245, acc 0.96875, learning_rate 0.000196591
2017-09-29T13:35:47.409500: step 962, loss 0.043383, acc 1, learning_rate 0.000196197
2017-09-29T13:35:47.613555: step 963, loss 0.256716, acc 0.9375, learning_rate 0.000195804
2017-09-29T13:35:47.805843: step 964, loss 0.0796207, acc 0.984375, learning_rate 0.000195413
2017-09-29T13:35:47.995343: step 965, loss 0.0223178, acc 1, learning_rate 0.000195023
2017-09-29T13:35:48.204419: step 966, loss 0.129327, acc 0.9375, learning_rate 0.000194636
2017-09-29T13:35:48.400068: step 967, loss 0.0819339, acc 0.984375, learning_rate 0.000194249
2017-09-29T13:35:48.591754: step 968, loss 0.145151, acc 0.921875, learning_rate 0.000193865
2017-09-29T13:35:48.781917: step 969, loss 0.0480405, acc 1, learning_rate 0.000193482
2017-09-29T13:35:48.974499: step 970, loss 0.120172, acc 0.96875, learning_rate 0.0001931
2017-09-29T13:35:49.164472: step 971, loss 0.0588502, acc 0.984375, learning_rate 0.00019272
2017-09-29T13:35:49.353984: step 972, loss 0.0652112, acc 0.984375, learning_rate 0.000192341
2017-09-29T13:35:49.546296: step 973, loss 0.0496558, acc 0.984375, learning_rate 0.000191965
2017-09-29T13:35:49.737928: step 974, loss 0.0333579, acc 0.984375, learning_rate 0.000191589
2017-09-29T13:35:49.924568: step 975, loss 0.127275, acc 0.953125, learning_rate 0.000191215
2017-09-29T13:35:50.115734: step 976, loss 0.0485836, acc 1, learning_rate 0.000190843
2017-09-29T13:35:50.304658: step 977, loss 0.106036, acc 0.96875, learning_rate 0.000190472
2017-09-29T13:35:50.505419: step 978, loss 0.138207, acc 0.9375, learning_rate 0.000190103
2017-09-29T13:35:50.697012: step 979, loss 0.0410122, acc 1, learning_rate 0.000189735
2017-09-29T13:35:50.850888: step 980, loss 0.0792564, acc 1, learning_rate 0.000189369
2017-09-29T13:35:51.046726: step 981, loss 0.0409606, acc 1, learning_rate 0.000189004
2017-09-29T13:35:51.234178: step 982, loss 0.0521027, acc 0.984375, learning_rate 0.000188641
2017-09-29T13:35:51.425962: step 983, loss 0.0857969, acc 0.96875, learning_rate 0.000188279
2017-09-29T13:35:51.613844: step 984, loss 0.0470753, acc 0.984375, learning_rate 0.000187919
2017-09-29T13:35:51.801590: step 985, loss 0.0503116, acc 0.984375, learning_rate 0.00018756
2017-09-29T13:35:51.988821: step 986, loss 0.052525, acc 1, learning_rate 0.000187202
2017-09-29T13:35:52.189595: step 987, loss 0.125712, acc 0.96875, learning_rate 0.000186846
2017-09-29T13:35:52.379234: step 988, loss 0.116081, acc 0.9375, learning_rate 0.000186492
2017-09-29T13:35:52.571209: step 989, loss 0.108589, acc 0.984375, learning_rate 0.000186139
2017-09-29T13:35:52.759985: step 990, loss 0.0857948, acc 0.96875, learning_rate 0.000185787
2017-09-29T13:35:52.950990: step 991, loss 0.0467698, acc 1, learning_rate 0.000185437
2017-09-29T13:35:53.139545: step 992, loss 0.0482534, acc 1, learning_rate 0.000185088
2017-09-29T13:35:53.336700: step 993, loss 0.0458223, acc 1, learning_rate 0.000184741
2017-09-29T13:35:53.526613: step 994, loss 0.130303, acc 0.9375, learning_rate 0.000184395
2017-09-29T13:35:53.726613: step 995, loss 0.115551, acc 0.96875, learning_rate 0.000184051
2017-09-29T13:35:53.914484: step 996, loss 0.0812168, acc 0.96875, learning_rate 0.000183708
2017-09-29T13:35:54.111517: step 997, loss 0.0731551, acc 0.984375, learning_rate 0.000183366
2017-09-29T13:35:54.312265: step 998, loss 0.179251, acc 0.953125, learning_rate 0.000183026
2017-09-29T13:35:54.510401: step 999, loss 0.104978, acc 0.953125, learning_rate 0.000182687
2017-09-29T13:35:54.703913: step 1000, loss 0.0808513, acc 0.96875, learning_rate 0.000182349

Evaluation:
2017-09-29T13:35:55.250239: step 1000, loss 0.21775, acc 0.910791

Saved model checkpoint to /home/sheep/bigdata/runs/1506709920/checkpoints/model-1000

2017-09-29T13:35:56.062388: step 1001, loss 0.036188, acc 1, learning_rate 0.000182013
2017-09-29T13:35:56.252841: step 1002, loss 0.0901968, acc 0.984375, learning_rate 0.000181678
2017-09-29T13:35:56.446799: step 1003, loss 0.0759898, acc 0.984375, learning_rate 0.000181345
2017-09-29T13:35:56.637853: step 1004, loss 0.181878, acc 0.90625, learning_rate 0.000181013
2017-09-29T13:35:56.832545: step 1005, loss 0.0642473, acc 0.984375, learning_rate 0.000180682
2017-09-29T13:35:57.022151: step 1006, loss 0.161676, acc 0.9375, learning_rate 0.000180353
2017-09-29T13:35:57.218673: step 1007, loss 0.0863547, acc 0.953125, learning_rate 0.000180025
2017-09-29T13:35:57.408550: step 1008, loss 0.0356684, acc 1, learning_rate 0.000179698
2017-09-29T13:35:57.598982: step 1009, loss 0.0773586, acc 0.984375, learning_rate 0.000179373
2017-09-29T13:35:57.787972: step 1010, loss 0.0426755, acc 1, learning_rate 0.000179049
2017-09-29T13:35:57.976807: step 1011, loss 0.0306051, acc 1, learning_rate 0.000178726
2017-09-29T13:35:58.167247: step 1012, loss 0.129852, acc 0.96875, learning_rate 0.000178405
2017-09-29T13:35:58.356211: step 1013, loss 0.206884, acc 0.9375, learning_rate 0.000178085
2017-09-29T13:35:58.547903: step 1014, loss 0.106643, acc 0.96875, learning_rate 0.000177766
2017-09-29T13:35:58.735588: step 1015, loss 0.0825372, acc 0.96875, learning_rate 0.000177449
2017-09-29T13:35:58.926262: step 1016, loss 0.0810784, acc 0.96875, learning_rate 0.000177133
2017-09-29T13:35:59.129891: step 1017, loss 0.0596983, acc 0.984375, learning_rate 0.000176818
2017-09-29T13:35:59.319489: step 1018, loss 0.0210725, acc 1, learning_rate 0.000176504
2017-09-29T13:35:59.512351: step 1019, loss 0.0831865, acc 0.96875, learning_rate 0.000176192
2017-09-29T13:35:59.699975: step 1020, loss 0.170616, acc 0.953125, learning_rate 0.000175881
2017-09-29T13:35:59.897301: step 1021, loss 0.0878675, acc 0.96875, learning_rate 0.000175571
2017-09-29T13:36:00.092616: step 1022, loss 0.0519436, acc 0.984375, learning_rate 0.000175263
2017-09-29T13:36:00.288494: step 1023, loss 0.0834657, acc 0.953125, learning_rate 0.000174956
2017-09-29T13:36:00.477575: step 1024, loss 0.0847924, acc 0.96875, learning_rate 0.00017465
2017-09-29T13:36:00.666159: step 1025, loss 0.0336743, acc 0.984375, learning_rate 0.000174345
2017-09-29T13:36:00.857223: step 1026, loss 0.0709349, acc 0.984375, learning_rate 0.000174042
2017-09-29T13:36:01.049484: step 1027, loss 0.182624, acc 0.9375, learning_rate 0.000173739
2017-09-29T13:36:01.239162: step 1028, loss 0.0457628, acc 0.96875, learning_rate 0.000173438
2017-09-29T13:36:01.436844: step 1029, loss 0.0726759, acc 0.984375, learning_rate 0.000173139
2017-09-29T13:36:01.635752: step 1030, loss 0.0432497, acc 0.96875, learning_rate 0.00017284
2017-09-29T13:36:01.824797: step 1031, loss 0.048293, acc 1, learning_rate 0.000172543
2017-09-29T13:36:02.012552: step 1032, loss 0.0304397, acc 1, learning_rate 0.000172247
2017-09-29T13:36:02.212425: step 1033, loss 0.0351545, acc 1, learning_rate 0.000171952
2017-09-29T13:36:02.400463: step 1034, loss 0.0417542, acc 1, learning_rate 0.000171658
2017-09-29T13:36:02.594813: step 1035, loss 0.0583746, acc 0.984375, learning_rate 0.000171366
2017-09-29T13:36:02.784670: step 1036, loss 0.0870333, acc 0.96875, learning_rate 0.000171074
2017-09-29T13:36:02.979060: step 1037, loss 0.0917548, acc 0.96875, learning_rate 0.000170784
2017-09-29T13:36:03.171084: step 1038, loss 0.132124, acc 0.96875, learning_rate 0.000170495
2017-09-29T13:36:03.356460: step 1039, loss 0.0641087, acc 0.96875, learning_rate 0.000170208
2017-09-29T13:36:03.547959: step 1040, loss 0.0559957, acc 1, learning_rate 0.000169921

Evaluation:
2017-09-29T13:36:04.080247: step 1040, loss 0.216813, acc 0.909353

Saved model checkpoint to /home/sheep/bigdata/runs/1506709920/checkpoints/model-1040

2017-09-29T13:36:04.727628: step 1041, loss 0.0472949, acc 0.984375, learning_rate 0.000169636
2017-09-29T13:36:04.916184: step 1042, loss 0.0338114, acc 1, learning_rate 0.000169351
2017-09-29T13:36:05.105101: step 1043, loss 0.0597297, acc 0.984375, learning_rate 0.000169068
2017-09-29T13:36:05.294845: step 1044, loss 0.0469007, acc 1, learning_rate 0.000168786
2017-09-29T13:36:05.482390: step 1045, loss 0.035733, acc 1, learning_rate 0.000168506
2017-09-29T13:36:05.672830: step 1046, loss 0.102797, acc 0.953125, learning_rate 0.000168226
2017-09-29T13:36:05.860248: step 1047, loss 0.105052, acc 0.9375, learning_rate 0.000167947
2017-09-29T13:36:06.050390: step 1048, loss 0.0299475, acc 0.984375, learning_rate 0.00016767
2017-09-29T13:36:06.239774: step 1049, loss 0.0484626, acc 0.984375, learning_rate 0.000167394
2017-09-29T13:36:06.432481: step 1050, loss 0.060978, acc 0.984375, learning_rate 0.000167119
2017-09-29T13:36:06.623239: step 1051, loss 0.080079, acc 0.96875, learning_rate 0.000166845
2017-09-29T13:36:06.816708: step 1052, loss 0.161256, acc 0.953125, learning_rate 0.000166572
2017-09-29T13:36:07.006358: step 1053, loss 0.0587353, acc 0.984375, learning_rate 0.0001663
2017-09-29T13:36:07.202724: step 1054, loss 0.0426875, acc 0.984375, learning_rate 0.00016603
2017-09-29T13:36:07.393629: step 1055, loss 0.0505366, acc 0.984375, learning_rate 0.00016576
