
Parameters:
ALLOW_SOFT_PLACEMENT=True
BATCH_SIZE=64
CHECKPOINT_EVERY=40
DECAY_COEFFICIENT=2.5
DEV_SAMPLE_PERCENTAGE=0.1
DROPOUT_KEEP_PROB=0.5
EMBEDDING_DIM=25
ENABLE_WORD_EMBEDDINGS=True
EVALUATE_EVERY=40
FILTER_SIZES=3,4,5
L2_REG_LAMBDA=0.0
LOG_DEVICE_PLACEMENT=False
NUM_CHECKPOINTS=5
NUM_EPOCHS=80
NUM_FILTERS=128

Loading data...
6954
[[1 0 0 0 0]
 [1 0 0 0 0]
 [1 0 0 0 0]
 ..., 
 [0 0 0 0 1]
 [0 0 0 0 1]
 [0 0 0 0 1]]
Vocabulary Size: 1936201
Train/Dev split: 6259/695
Writing to /home/sheep/bigdata/runs/1507000132

Load glove file /home/sheep/bigdata/d7000/myglove.glove
glove file has been loaded

2017-10-02T22:12:14.712750: step 1, loss 2.57119, acc 0.171875, learning_rate 0.005
2017-10-02T22:46:59.797654: step 1558, loss 0.0683746, acc 0.984375, learning_rate 0.000108404
2017-10-02T22:47:00.951700: step 1559, loss 0.024021, acc 1, learning_rate 0.00010837
2017-10-02T22:47:02.095538: step 1560, loss 0.030878, acc 1, learning_rate 0.000108335

Evaluation:
2017-10-02T22:47:02.428137: step 1560, loss 1.42931, acc 0.489209

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-1560

2017-10-02T22:47:10.086833: step 1561, loss 0.0487282, acc 0.984375, learning_rate 0.000108301
2017-10-02T22:47:11.231801: step 1562, loss 0.0385013, acc 0.984375, learning_rate 0.000108267
2017-10-02T22:47:12.403145: step 1563, loss 0.0248117, acc 1, learning_rate 0.000108234
2017-10-02T22:47:13.558319: step 1564, loss 0.0206776, acc 1, learning_rate 0.0001082
2017-10-02T22:47:14.885900: step 1565, loss 0.0658907, acc 0.984375, learning_rate 0.000108167
2017-10-02T22:47:16.024502: step 1566, loss 0.0503987, acc 0.984375, learning_rate 0.000108133
2017-10-02T22:47:17.173340: step 1567, loss 0.028292, acc 1, learning_rate 0.0001081
2017-10-02T22:47:18.329064: step 1568, loss 0.0255985, acc 1, learning_rate 0.000108067
2017-10-02T22:47:19.488458: step 1569, loss 0.0447048, acc 0.984375, learning_rate 0.000108034
2017-10-02T22:47:20.647396: step 1570, loss 0.0287481, acc 1, learning_rate 0.000108001
2017-10-02T22:47:21.794868: step 1571, loss 0.0153463, acc 1, learning_rate 0.000107969
2017-10-02T22:47:22.939108: step 1572, loss 0.0148944, acc 1, learning_rate 0.000107936
2017-10-02T22:47:24.085646: step 1573, loss 0.0231363, acc 1, learning_rate 0.000107904
2017-10-02T22:47:25.229241: step 1574, loss 0.016065, acc 1, learning_rate 0.000107871
2017-10-02T22:47:26.377289: step 1575, loss 0.0429609, acc 1, learning_rate 0.000107839
2017-10-02T22:47:27.530150: step 1576, loss 0.0604487, acc 0.984375, learning_rate 0.000107807
2017-10-02T22:47:28.679023: step 1577, loss 0.0215146, acc 1, learning_rate 0.000107775
2017-10-02T22:47:29.814472: step 1578, loss 0.0347611, acc 1, learning_rate 0.000107744
2017-10-02T22:47:30.959528: step 1579, loss 0.0363587, acc 1, learning_rate 0.000107712
2017-10-02T22:47:32.114543: step 1580, loss 0.0305003, acc 1, learning_rate 0.000107681
2017-10-02T22:47:33.275899: step 1581, loss 0.0313022, acc 1, learning_rate 0.000107649
2017-10-02T22:47:34.424479: step 1582, loss 0.0592823, acc 0.984375, learning_rate 0.000107618
2017-10-02T22:47:35.582681: step 1583, loss 0.0334701, acc 1, learning_rate 0.000107587
2017-10-02T22:47:36.750459: step 1584, loss 0.0898887, acc 0.953125, learning_rate 0.000107556
2017-10-02T22:47:37.924314: step 1585, loss 0.0415944, acc 1, learning_rate 0.000107525
2017-10-02T22:47:39.072793: step 1586, loss 0.0179087, acc 1, learning_rate 0.000107494
2017-10-02T22:47:40.230333: step 1587, loss 0.0413546, acc 0.984375, learning_rate 0.000107464
2017-10-02T22:47:41.379997: step 1588, loss 0.0253721, acc 1, learning_rate 0.000107433
2017-10-02T22:47:42.525629: step 1589, loss 0.039576, acc 0.984375, learning_rate 0.000107403
2017-10-02T22:47:43.681970: step 1590, loss 0.0456356, acc 1, learning_rate 0.000107373
2017-10-02T22:47:44.834661: step 1591, loss 0.0543497, acc 0.984375, learning_rate 0.000107343
2017-10-02T22:47:45.982666: step 1592, loss 0.0218257, acc 1, learning_rate 0.000107313
2017-10-02T22:47:47.144744: step 1593, loss 0.0430081, acc 0.984375, learning_rate 0.000107283
2017-10-02T22:47:48.300721: step 1594, loss 0.0199536, acc 1, learning_rate 0.000107253
2017-10-02T22:47:49.450019: step 1595, loss 0.025892, acc 1, learning_rate 0.000107224
2017-10-02T22:47:50.604056: step 1596, loss 0.0271611, acc 1, learning_rate 0.000107194
2017-10-02T22:47:51.770688: step 1597, loss 0.0350428, acc 1, learning_rate 0.000107165
2017-10-02T22:47:52.918801: step 1598, loss 0.0223206, acc 1, learning_rate 0.000107136
2017-10-02T22:47:54.070359: step 1599, loss 0.0167812, acc 1, learning_rate 0.000107106
2017-10-02T22:47:55.223343: step 1600, loss 0.0296041, acc 1, learning_rate 0.000107077

Evaluation:
2017-10-02T22:47:55.572718: step 1600, loss 1.4389, acc 0.47482

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-1600

2017-10-02T22:48:02.680342: step 1601, loss 0.0207793, acc 1, learning_rate 0.000107048
2017-10-02T22:48:03.847985: step 1602, loss 0.0251522, acc 1, learning_rate 0.00010702
2017-10-02T22:48:04.995894: step 1603, loss 0.0202936, acc 1, learning_rate 0.000106991
2017-10-02T22:48:06.153835: step 1604, loss 0.0536785, acc 0.984375, learning_rate 0.000106963
2017-10-02T22:48:07.331334: step 1605, loss 0.0213741, acc 1, learning_rate 0.000106934
2017-10-02T22:48:08.477792: step 1606, loss 0.0210751, acc 1, learning_rate 0.000106906
2017-10-02T22:48:09.628421: step 1607, loss 0.0211561, acc 1, learning_rate 0.000106878
2017-10-02T22:48:10.762540: step 1608, loss 0.0358106, acc 1, learning_rate 0.00010685
2017-10-02T22:48:11.952138: step 1609, loss 0.0478067, acc 0.984375, learning_rate 0.000106822
2017-10-02T22:48:13.124348: step 1610, loss 0.0227877, acc 1, learning_rate 0.000106794
2017-10-02T22:48:14.275159: step 1611, loss 0.0301668, acc 1, learning_rate 0.000106766
2017-10-02T22:48:15.446484: step 1612, loss 0.030237, acc 1, learning_rate 0.000106738
2017-10-02T22:48:16.618852: step 1613, loss 0.0468019, acc 0.984375, learning_rate 0.000106711
2017-10-02T22:48:17.774923: step 1614, loss 0.0485503, acc 0.984375, learning_rate 0.000106684
2017-10-02T22:48:18.934151: step 1615, loss 0.0309966, acc 1, learning_rate 0.000106656
2017-10-02T22:48:20.092920: step 1616, loss 0.0380713, acc 0.984375, learning_rate 0.000106629
2017-10-02T22:48:21.238264: step 1617, loss 0.023265, acc 1, learning_rate 0.000106602
2017-10-02T22:48:22.390980: step 1618, loss 0.0193748, acc 1, learning_rate 0.000106575
2017-10-02T22:48:23.546036: step 1619, loss 0.0275698, acc 0.984375, learning_rate 0.000106548
2017-10-02T22:48:24.698146: step 1620, loss 0.0486176, acc 1, learning_rate 0.000106521
2017-10-02T22:48:25.834248: step 1621, loss 0.0224122, acc 1, learning_rate 0.000106495
2017-10-02T22:48:26.993052: step 1622, loss 0.0165751, acc 1, learning_rate 0.000106468
2017-10-02T22:48:28.146741: step 1623, loss 0.0136909, acc 1, learning_rate 0.000106442
2017-10-02T22:48:29.303495: step 1624, loss 0.0306702, acc 1, learning_rate 0.000106416
2017-10-02T22:48:30.445120: step 1625, loss 0.0289073, acc 0.984375, learning_rate 0.000106389
2017-10-02T22:48:31.605645: step 1626, loss 0.0198655, acc 1, learning_rate 0.000106363
2017-10-02T22:48:32.750732: step 1627, loss 0.0220588, acc 1, learning_rate 0.000106337
2017-10-02T22:48:33.889514: step 1628, loss 0.0213555, acc 1, learning_rate 0.000106312
2017-10-02T22:48:35.037422: step 1629, loss 0.0177598, acc 1, learning_rate 0.000106286
2017-10-02T22:48:36.187030: step 1630, loss 0.0500486, acc 0.984375, learning_rate 0.00010626
2017-10-02T22:48:37.338189: step 1631, loss 0.0345182, acc 0.984375, learning_rate 0.000106235
2017-10-02T22:48:38.499153: step 1632, loss 0.0254197, acc 1, learning_rate 0.000106209
2017-10-02T22:48:39.668976: step 1633, loss 0.0508033, acc 0.984375, learning_rate 0.000106184
2017-10-02T22:48:40.810241: step 1634, loss 0.030195, acc 1, learning_rate 0.000106159
2017-10-02T22:48:41.960042: step 1635, loss 0.0216267, acc 1, learning_rate 0.000106133
2017-10-02T22:48:43.113410: step 1636, loss 0.0137566, acc 1, learning_rate 0.000106108
2017-10-02T22:48:44.263040: step 1637, loss 0.0651029, acc 0.984375, learning_rate 0.000106083
2017-10-02T22:48:45.511502: step 1638, loss 0.0222003, acc 1, learning_rate 0.000106059
2017-10-02T22:48:46.681130: step 1639, loss 0.0250784, acc 1, learning_rate 0.000106034
2017-10-02T22:48:47.839266: step 1640, loss 0.0302763, acc 1, learning_rate 0.000106009

Evaluation:
2017-10-02T22:48:48.155970: step 1640, loss 1.43928, acc 0.469065

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-1640

2017-10-02T22:48:56.202909: step 1641, loss 0.0221836, acc 1, learning_rate 0.000105985
2017-10-02T22:48:57.408980: step 1642, loss 0.0521653, acc 0.984375, learning_rate 0.00010596
2017-10-02T22:48:58.664043: step 1643, loss 0.0374431, acc 0.984375, learning_rate 0.000105936
2017-10-02T22:48:59.807355: step 1644, loss 0.0355655, acc 1, learning_rate 0.000105912
2017-10-02T22:49:00.949824: step 1645, loss 0.0389216, acc 1, learning_rate 0.000105888
2017-10-02T22:49:02.094517: step 1646, loss 0.0433355, acc 0.984375, learning_rate 0.000105864
2017-10-02T22:49:03.246235: step 1647, loss 0.0172819, acc 1, learning_rate 0.00010584
2017-10-02T22:49:04.421408: step 1648, loss 0.0151716, acc 1, learning_rate 0.000105816
2017-10-02T22:49:05.586297: step 1649, loss 0.0439209, acc 0.984375, learning_rate 0.000105792
2017-10-02T22:49:06.728429: step 1650, loss 0.0215434, acc 1, learning_rate 0.000105768
2017-10-02T22:49:07.890988: step 1651, loss 0.0320213, acc 1, learning_rate 0.000105745
2017-10-02T22:49:09.033017: step 1652, loss 0.0553354, acc 0.96875, learning_rate 0.000105721
2017-10-02T22:49:10.190072: step 1653, loss 0.0183668, acc 1, learning_rate 0.000105698
2017-10-02T22:49:11.340592: step 1654, loss 0.0165994, acc 1, learning_rate 0.000105675
2017-10-02T22:49:12.493558: step 1655, loss 0.0221338, acc 1, learning_rate 0.000105652
2017-10-02T22:49:13.642366: step 1656, loss 0.0340941, acc 0.984375, learning_rate 0.000105629
2017-10-02T22:49:15.018415: step 1657, loss 0.0197878, acc 1, learning_rate 0.000105606
2017-10-02T22:49:16.163083: step 1658, loss 0.0432051, acc 0.984375, learning_rate 0.000105583
2017-10-02T22:49:17.325698: step 1659, loss 0.0301055, acc 1, learning_rate 0.00010556
2017-10-02T22:49:18.498731: step 1660, loss 0.0235101, acc 1, learning_rate 0.000105537
2017-10-02T22:49:19.659238: step 1661, loss 0.0240782, acc 1, learning_rate 0.000105515
2017-10-02T22:49:20.806739: step 1662, loss 0.0201239, acc 1, learning_rate 0.000105492
2017-10-02T22:49:21.969442: step 1663, loss 0.0321248, acc 1, learning_rate 0.00010547
2017-10-02T22:49:23.115145: step 1664, loss 0.0601356, acc 0.96875, learning_rate 0.000105447
2017-10-02T22:49:24.255806: step 1665, loss 0.0172076, acc 1, learning_rate 0.000105425
2017-10-02T22:49:25.393550: step 1666, loss 0.0601197, acc 0.980392, learning_rate 0.000105403
2017-10-02T22:49:26.559638: step 1667, loss 0.0169543, acc 1, learning_rate 0.000105381
2017-10-02T22:49:27.715942: step 1668, loss 0.0309203, acc 1, learning_rate 0.000105359
2017-10-02T22:49:28.878414: step 1669, loss 0.0298435, acc 0.984375, learning_rate 0.000105337
2017-10-02T22:49:30.041649: step 1670, loss 0.0200884, acc 1, learning_rate 0.000105315
2017-10-02T22:49:31.211088: step 1671, loss 0.0362481, acc 1, learning_rate 0.000105294
2017-10-02T22:49:32.371334: step 1672, loss 0.0233678, acc 1, learning_rate 0.000105272
2017-10-02T22:49:33.540652: step 1673, loss 0.0546066, acc 0.984375, learning_rate 0.000105251
2017-10-02T22:49:34.680498: step 1674, loss 0.0295726, acc 1, learning_rate 0.000105229
2017-10-02T22:49:35.820836: step 1675, loss 0.0362423, acc 0.984375, learning_rate 0.000105208
2017-10-02T22:49:36.975934: step 1676, loss 0.0279153, acc 1, learning_rate 0.000105186
2017-10-02T22:49:38.127536: step 1677, loss 0.029719, acc 1, learning_rate 0.000105165
2017-10-02T22:49:39.287010: step 1678, loss 0.0206042, acc 1, learning_rate 0.000105144
2017-10-02T22:49:40.436556: step 1679, loss 0.0279785, acc 1, learning_rate 0.000105123
2017-10-02T22:49:41.597179: step 1680, loss 0.0512647, acc 0.984375, learning_rate 0.000105102

Evaluation:
2017-10-02T22:49:41.944678: step 1680, loss 1.45629, acc 0.446043

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-1680

2017-10-02T22:49:49.513808: step 1681, loss 0.0383347, acc 1, learning_rate 0.000105081
2017-10-02T22:49:50.683279: step 1682, loss 0.0192108, acc 1, learning_rate 0.000105061
2017-10-02T22:49:51.824415: step 1683, loss 0.0279366, acc 1, learning_rate 0.00010504
2017-10-02T22:49:52.980950: step 1684, loss 0.0289214, acc 1, learning_rate 0.00010502
2017-10-02T22:49:54.148563: step 1685, loss 0.0172348, acc 1, learning_rate 0.000104999
2017-10-02T22:49:55.309383: step 1686, loss 0.0328303, acc 1, learning_rate 0.000104979
2017-10-02T22:49:56.446511: step 1687, loss 0.0171968, acc 1, learning_rate 0.000104958
2017-10-02T22:49:57.604793: step 1688, loss 0.016228, acc 1, learning_rate 0.000104938
2017-10-02T22:49:58.749517: step 1689, loss 0.0193986, acc 1, learning_rate 0.000104918
2017-10-02T22:49:59.901665: step 1690, loss 0.0249044, acc 1, learning_rate 0.000104898
2017-10-02T22:50:01.035506: step 1691, loss 0.0370652, acc 0.984375, learning_rate 0.000104878
2017-10-02T22:50:02.187999: step 1692, loss 0.0244335, acc 1, learning_rate 0.000104858
2017-10-02T22:50:03.334612: step 1693, loss 0.0141757, acc 1, learning_rate 0.000104838
2017-10-02T22:50:04.544365: step 1694, loss 0.0190623, acc 1, learning_rate 0.000104818
2017-10-02T22:50:05.693317: step 1695, loss 0.0698029, acc 0.984375, learning_rate 0.000104799
2017-10-02T22:50:06.845945: step 1696, loss 0.0208197, acc 1, learning_rate 0.000104779
2017-10-02T22:50:07.988394: step 1697, loss 0.0182215, acc 1, learning_rate 0.00010476
2017-10-02T22:50:09.130513: step 1698, loss 0.0304411, acc 1, learning_rate 0.00010474
2017-10-02T22:50:10.268827: step 1699, loss 0.0461661, acc 0.984375, learning_rate 0.000104721
2017-10-02T22:50:11.425952: step 1700, loss 0.0160917, acc 1, learning_rate 0.000104702
2017-10-02T22:50:12.565922: step 1701, loss 0.0179291, acc 1, learning_rate 0.000104682
2017-10-02T22:50:13.712461: step 1702, loss 0.0253946, acc 1, learning_rate 0.000104663
2017-10-02T22:50:14.855583: step 1703, loss 0.0163223, acc 1, learning_rate 0.000104644
2017-10-02T22:50:15.999166: step 1704, loss 0.02008, acc 1, learning_rate 0.000104625
2017-10-02T22:50:17.145077: step 1705, loss 0.0399667, acc 1, learning_rate 0.000104606
2017-10-02T22:50:18.304929: step 1706, loss 0.100003, acc 0.96875, learning_rate 0.000104588
2017-10-02T22:50:19.454753: step 1707, loss 0.0513273, acc 0.96875, learning_rate 0.000104569
2017-10-02T22:50:20.613851: step 1708, loss 0.0338087, acc 1, learning_rate 0.00010455
2017-10-02T22:50:21.763994: step 1709, loss 0.0413221, acc 0.984375, learning_rate 0.000104532
2017-10-02T22:50:22.909886: step 1710, loss 0.0221639, acc 1, learning_rate 0.000104513
2017-10-02T22:50:24.057340: step 1711, loss 0.0319721, acc 0.984375, learning_rate 0.000104495
2017-10-02T22:50:25.205434: step 1712, loss 0.031141, acc 1, learning_rate 0.000104476
2017-10-02T22:50:26.364200: step 1713, loss 0.0222702, acc 1, learning_rate 0.000104458
2017-10-02T22:50:27.517315: step 1714, loss 0.0378084, acc 1, learning_rate 0.00010444
2017-10-02T22:50:28.658935: step 1715, loss 0.0183262, acc 1, learning_rate 0.000104422
2017-10-02T22:50:29.802838: step 1716, loss 0.0664114, acc 0.984375, learning_rate 0.000104404
2017-10-02T22:50:30.962061: step 1717, loss 0.030387, acc 1, learning_rate 0.000104386
2017-10-02T22:50:32.107080: step 1718, loss 0.0324295, acc 0.984375, learning_rate 0.000104368
2017-10-02T22:50:33.241074: step 1719, loss 0.0336985, acc 1, learning_rate 0.00010435
2017-10-02T22:50:34.415764: step 1720, loss 0.0273948, acc 0.984375, learning_rate 0.000104332

Evaluation:
2017-10-02T22:50:34.753598: step 1720, loss 1.43613, acc 0.471942

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-1720

2017-10-02T22:50:42.724256: step 1721, loss 0.0345661, acc 1, learning_rate 0.000104315
2017-10-02T22:50:43.889109: step 1722, loss 0.0116853, acc 1, learning_rate 0.000104297
2017-10-02T22:50:45.046871: step 1723, loss 0.0220794, acc 1, learning_rate 0.000104279
2017-10-02T22:50:46.197278: step 1724, loss 0.0238447, acc 1, learning_rate 0.000104262
2017-10-02T22:50:47.360753: step 1725, loss 0.0371366, acc 0.984375, learning_rate 0.000104245
2017-10-02T22:50:48.518450: step 1726, loss 0.0462551, acc 0.984375, learning_rate 0.000104227
2017-10-02T22:50:49.669079: step 1727, loss 0.0422115, acc 0.984375, learning_rate 0.00010421
2017-10-02T22:50:50.816541: step 1728, loss 0.023102, acc 1, learning_rate 0.000104193
2017-10-02T22:50:51.967807: step 1729, loss 0.0250409, acc 1, learning_rate 0.000104176
2017-10-02T22:50:53.117621: step 1730, loss 0.023869, acc 1, learning_rate 0.000104159
2017-10-02T22:50:54.261842: step 1731, loss 0.0283861, acc 1, learning_rate 0.000104142
2017-10-02T22:50:55.408007: step 1732, loss 0.031435, acc 1, learning_rate 0.000104125
2017-10-02T22:50:56.557171: step 1733, loss 0.0333252, acc 1, learning_rate 0.000104108
2017-10-02T22:50:57.723162: step 1734, loss 0.0308323, acc 1, learning_rate 0.000104091
2017-10-02T22:50:58.876265: step 1735, loss 0.0117839, acc 1, learning_rate 0.000104074
2017-10-02T22:51:00.032630: step 1736, loss 0.0291649, acc 1, learning_rate 0.000104058
2017-10-02T22:51:01.196932: step 1737, loss 0.0749005, acc 0.984375, learning_rate 0.000104041
2017-10-02T22:51:02.373906: step 1738, loss 0.0228354, acc 1, learning_rate 0.000104025
2017-10-02T22:51:03.532353: step 1739, loss 0.0243398, acc 1, learning_rate 0.000104008
2017-10-02T22:51:04.678405: step 1740, loss 0.0178172, acc 1, learning_rate 0.000103992
2017-10-02T22:51:05.815513: step 1741, loss 0.0288941, acc 1, learning_rate 0.000103976
2017-10-02T22:51:06.976229: step 1742, loss 0.0228232, acc 1, learning_rate 0.000103959
2017-10-02T22:51:08.147276: step 1743, loss 0.0219616, acc 1, learning_rate 0.000103943
2017-10-02T22:51:09.327695: step 1744, loss 0.0475697, acc 0.984375, learning_rate 0.000103927
2017-10-02T22:51:10.517293: step 1745, loss 0.0299361, acc 1, learning_rate 0.000103911
2017-10-02T22:51:11.703972: step 1746, loss 0.0255133, acc 1, learning_rate 0.000103895
2017-10-02T22:51:12.885504: step 1747, loss 0.0220353, acc 1, learning_rate 0.000103879
2017-10-02T22:51:14.055385: step 1748, loss 0.0613816, acc 0.984375, learning_rate 0.000103863
2017-10-02T22:51:15.245884: step 1749, loss 0.0286548, acc 1, learning_rate 0.000103848
2017-10-02T22:51:16.478130: step 1750, loss 0.0207767, acc 1, learning_rate 0.000103832
2017-10-02T22:51:17.674061: step 1751, loss 0.0198492, acc 1, learning_rate 0.000103816
2017-10-02T22:51:18.854927: step 1752, loss 0.0247048, acc 1, learning_rate 0.000103801
2017-10-02T22:51:20.036613: step 1753, loss 0.0170853, acc 1, learning_rate 0.000103785
2017-10-02T22:51:21.205058: step 1754, loss 0.0217612, acc 1, learning_rate 0.00010377
2017-10-02T22:51:22.362850: step 1755, loss 0.023742, acc 1, learning_rate 0.000103754
2017-10-02T22:51:23.525023: step 1756, loss 0.0172988, acc 1, learning_rate 0.000103739
2017-10-02T22:51:24.685621: step 1757, loss 0.0610951, acc 0.984375, learning_rate 0.000103724
2017-10-02T22:51:25.836121: step 1758, loss 0.0325991, acc 1, learning_rate 0.000103709
2017-10-02T22:51:26.986568: step 1759, loss 0.019075, acc 1, learning_rate 0.000103694
2017-10-02T22:51:28.213589: step 1760, loss 0.0510688, acc 0.984375, learning_rate 0.000103678

Evaluation:
2017-10-02T22:51:28.554832: step 1760, loss 1.43528, acc 0.479137

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-1760

2017-10-02T22:51:36.405954: step 1761, loss 0.0285767, acc 1, learning_rate 0.000103663
2017-10-02T22:51:37.600242: step 1762, loss 0.0221974, acc 1, learning_rate 0.000103648
2017-10-02T22:51:38.759272: step 1763, loss 0.0653169, acc 0.984375, learning_rate 0.000103634
2017-10-02T22:51:39.900047: step 1764, loss 0.0549592, acc 0.980392, learning_rate 0.000103619
2017-10-02T22:51:41.051482: step 1765, loss 0.0358221, acc 0.984375, learning_rate 0.000103604
2017-10-02T22:51:42.221345: step 1766, loss 0.0196417, acc 1, learning_rate 0.000103589
2017-10-02T22:51:43.391824: step 1767, loss 0.0237936, acc 1, learning_rate 0.000103575
2017-10-02T22:51:44.559042: step 1768, loss 0.0267364, acc 1, learning_rate 0.00010356
2017-10-02T22:51:45.714264: step 1769, loss 0.0659166, acc 0.96875, learning_rate 0.000103545
2017-10-02T22:51:46.873338: step 1770, loss 0.0198627, acc 1, learning_rate 0.000103531
2017-10-02T22:51:48.053082: step 1771, loss 0.0303672, acc 0.984375, learning_rate 0.000103517
2017-10-02T22:51:49.205778: step 1772, loss 0.0479846, acc 0.984375, learning_rate 0.000103502
2017-10-02T22:51:50.351918: step 1773, loss 0.0196763, acc 1, learning_rate 0.000103488
2017-10-02T22:51:51.498456: step 1774, loss 0.022993, acc 1, learning_rate 0.000103474
2017-10-02T22:51:52.658252: step 1775, loss 0.021366, acc 1, learning_rate 0.00010346
2017-10-02T22:51:53.818209: step 1776, loss 0.02084, acc 1, learning_rate 0.000103445
2017-10-02T22:51:54.966924: step 1777, loss 0.0596446, acc 0.984375, learning_rate 0.000103431
2017-10-02T22:51:56.140676: step 1778, loss 0.0200808, acc 1, learning_rate 0.000103417
2017-10-02T22:51:57.289223: step 1779, loss 0.0169029, acc 1, learning_rate 0.000103403
2017-10-02T22:51:58.496673: step 1780, loss 0.0148233, acc 1, learning_rate 0.00010339
2017-10-02T22:51:59.652419: step 1781, loss 0.0328699, acc 0.984375, learning_rate 0.000103376
2017-10-02T22:52:00.805565: step 1782, loss 0.0797341, acc 0.984375, learning_rate 0.000103362
2017-10-02T22:52:01.954267: step 1783, loss 0.073015, acc 0.984375, learning_rate 0.000103348
2017-10-02T22:52:03.119751: step 1784, loss 0.0267047, acc 1, learning_rate 0.000103335
2017-10-02T22:52:04.271029: step 1785, loss 0.020266, acc 1, learning_rate 0.000103321
2017-10-02T22:52:05.423477: step 1786, loss 0.0212947, acc 1, learning_rate 0.000103307
2017-10-02T22:52:06.576501: step 1787, loss 0.0228546, acc 1, learning_rate 0.000103294
2017-10-02T22:52:07.729070: step 1788, loss 0.0203562, acc 1, learning_rate 0.00010328
2017-10-02T22:52:08.891748: step 1789, loss 0.021469, acc 1, learning_rate 0.000103267
2017-10-02T22:52:10.037476: step 1790, loss 0.0227837, acc 1, learning_rate 0.000103254
2017-10-02T22:52:11.194362: step 1791, loss 0.0169354, acc 1, learning_rate 0.00010324
2017-10-02T22:52:12.333801: step 1792, loss 0.0198658, acc 1, learning_rate 0.000103227
2017-10-02T22:52:13.498526: step 1793, loss 0.0304653, acc 1, learning_rate 0.000103214
2017-10-02T22:52:14.652425: step 1794, loss 0.0487676, acc 0.96875, learning_rate 0.000103201
2017-10-02T22:52:15.793554: step 1795, loss 0.0228663, acc 1, learning_rate 0.000103188
2017-10-02T22:52:16.929416: step 1796, loss 0.0228851, acc 1, learning_rate 0.000103175
2017-10-02T22:52:18.077692: step 1797, loss 0.0135809, acc 1, learning_rate 0.000103162
2017-10-02T22:52:19.233880: step 1798, loss 0.0474134, acc 0.984375, learning_rate 0.000103149
2017-10-02T22:52:20.410348: step 1799, loss 0.0427934, acc 0.984375, learning_rate 0.000103136
2017-10-02T22:52:21.549625: step 1800, loss 0.0139569, acc 1, learning_rate 0.000103123

Evaluation:
2017-10-02T22:52:21.894842: step 1800, loss 1.44114, acc 0.453237

Saved model checkpoint to /home/sheep/bigdata/runs/1507000132/checkpoints/model-1800

2017-10-02T22:52:29.454890: step 1801, loss 0.0239921, acc 1, learning_rate 0.000103111
2017-10-02T22:52:30.624627: step 1802, loss 0.0550736, acc 0.984375, learning_rate 0.000103098
2017-10-02T22:52:31.788501: step 1803, loss 0.0322375, acc 1, learning_rate 0.000103085
2017-10-02T22:52:32.942150: step 1804, loss 0.0146013, acc 1, learning_rate 0.000103073
2017-10-02T22:52:34.091188: step 1805, loss 0.03225, acc 1, learning_rate 0.00010306
2017-10-02T22:52:35.245771: step 1806, loss 0.0247164, acc 1, learning_rate 0.000103048
2017-10-02T22:52:36.412773: step 1807, loss 0.0158816, acc 1, learning_rate 0.000103035
2017-10-02T22:52:37.587755: step 1808, loss 0.0191515, acc 1, learning_rate 0.000103023
2017-10-02T22:52:38.778468: step 1809, loss 0.0677069, acc 0.984375, learning_rate 0.00010301
2017-10-02T22:52:39.938792: step 1810, loss 0.0420701, acc 1, learning_rate 0.000102998
2017-10-02T22:52:41.079820: step 1811, loss 0.0198154, acc 1, learning_rate 0.000102986
2017-10-02T22:52:42.311295: step 1812, loss 0.0216674, acc 1, learning_rate 0.000102974
2017-10-02T22:52:43.471246: step 1813, loss 0.0200125, acc 1, learning_rate 0.000102962
2017-10-02T22:52:44.627866: step 1814, loss 0.0411732, acc 1, learning_rate 0.000102949
2017-10-02T22:52:45.786820: step 1815, loss 0.04599, acc 0.984375, learning_rate 0.000102937
2017-10-02T22:52:46.943302: step 1816, loss 0.0299562, acc 1, learning_rate 0.000102925
2017-10-02T22:52:48.109891: step 1817, loss 0.0229736, acc 1, learning_rate 0.000102913
2017-10-02T22:52:49.259309: step 1818, loss 0.0388039, acc 1, learning_rate 0.000102902
2017-10-02T22:52:50.419463: step 1819, loss 0.0129962, acc 1, learning_rate 0.00010289
2017-10-02T22:52:51.582623: step 1820, loss 0.017764, acc 1, learning_rate 0.000102878
2017-10-02T22:52:52.730977: step 1821, loss 0.0846257, acc 0.96875, learning_rate 0.000102866
2017-10-02T22:52:53.884766: step 1822, loss 0.0556408, acc 0.984375, learning_rate 0.000102855
2017-10-02T22:52:55.033826: step 1823, loss 0.0167077, acc 1, learning_rate 0.000102843
2017-10-02T22:52:56.182062: step 1824, loss 0.0281136, acc 0.984375, learning_rate 0.000102831
2017-10-02T22:52:57.395040: step 1825, loss 0.0121607, acc 1, learning_rate 0.00010282
2017-10-02T22:52:58.544528: step 1826, loss 0.0227605, acc 1, learning_rate 0.000102808
2017-10-02T22:52:59.689233: step 1827, loss 0.0356962, acc 1, learning_rate 0.000102797
